id_transaccion,monto_usd,pais,hora,es_fraude,alerta_modelo
91,8375.05,CL,12,0,0
92,167.27,BR,14,0,0
93,2231.42,AR,2,0,0
94,333.77,AR,14,0,0
95,777.37,AR,21,0,0
96,326.98,BR,9,0,0
97,2013.42,CL,0,0,0
98,1626.36,AR,23,0,0
99,837.82,MX,3,0,0
100,439.63,US,15,0,0
101,1914.08,BR,16,0,0
102,768.88,US,18,0,0
103,761.01,CL,20,0,0
104,774.77,AR,5,0,0
105,13173.99,US,3,0,0
106,345.14,AR,12,0,0
107,1356.51,AR,6,0,0
108,300.54,BR,22,0,0
109,10381.75,CL,5,0,0
110,1742.52,BR,18,0,0
111,1597.01,AR,15,0,0
112,1479.76,US,4,0,0
113,57.27,BR,12,0,0
114,4319.4,US,1,0,0
115,654.13,MX,9,0,0
116,844.98,MX,1,0,0
117,1279.04,BR,23,0,0
118,5888.11,US,12,0,0
119,3817.84,AR,22,0,0
120,1811.07,BR,12,0,0
121,3183.29,BR,9,0,0
122,3201.85,BR,2,0,0
123,440.76,AR,8,0,0
124,465.95,BR,3,0,0
125,5984.73,BR,1,0,0
126,718.37,AR,5,0,0
127,3237.49,AR,23,0,0
128,995.28,BR,18,0,0
129,784.41,AR,7,0,0
130,1036.71,CL,23,0,0
131,455.36,MX,14,0,0
132,7573.63,AR,0,0,0
133,196.44,AR,13,0,0
134,1141.18,US,17,0,0
135,130.3,CL,12,0,0
136,1032.98,US,8,0,0
137,3344.6,CL,14,0,0
138,183.51,CL,13,0,0
139,992.14,BR,10,0,0
140,6355.7,BR,2,0,0
141,917.91,AR,11,0,1
142,266.82,BR,0,0,0
143,1160.31,AR,22,0,0
144,3293.56,US,22,0,0
145,347.28,AR,7,0,0
146,1504.17,AR,1,0,0
147,7252.43,AR,16,0,0
148,548.8,BR,1,0,1
149,2138.54,BR,3,0,0
150,400.69,CL,3,0,0
151,2296.0,US,13,0,0
152,355.93,MX,19,0,0
153,258.53,BR,1,0,0
154,1167.62,MX,21,0,0
155,1085.28,US,2,0,0
156,5926.07,BR,21,0,0
157,224.39,AR,11,0,0
158,915.7,US,7,0,0
159,1877.66,BR,21,0,0
160,975.47,US,2,0,0
161,3762.19,AR,23,0,0
162,842.73,MX,2,0,0
163,487.24,CL,14,0,0
164,974.95,CL,9,0,0
165,885.12,MX,8,0,0
166,427.78,BR,6,0,0
167,418.61,MX,15,0,0
168,367.46,US,23,0,0
169,6876.53,BR,17,0,0
170,1892.85,BR,21,0,0
171,292.15,BR,22,0,0
172,954.19,MX,18,0,0
173,1079.48,AR,12,0,0
174,464.9,BR,3,0,0
175,602.13,AR,13,0,0
176,674.97,AR,19,0,0
177,2054.58,CL,9,0,0
178,777.58,CL,15,0,0
179,638.99,MX,16,0,0
180,675.7,BR,14,0,0
181,1066.53,BR,5,0,0
182,1899.04,AR,8,0,0
183,1490.69,BR,21,0,0
184,601.72,CL,9,0,0
185,476.27,MX,4,0,0
186,2150.64,MX,23,0,0
187,453.86,AR,13,0,0
188,656.46,BR,11,0,0
189,213.72,AR,11,0,0
190,394.99,AR,11,0,0
191,551.22,BR,23,0,0
192,698.57,AR,12,0,0
193,1392.57,AR,3,0,0
194,5942.41,AR,21,0,0
195,1511.72,BR,10,0,0
196,552.97,AR,22,0,0
197,124.57,MX,4,0,0
198,4609.98,AR,11,0,0
199,1771.7,BR,10,0,0
200,1454.56,US,18,0,0
201,413.24,US,13,0,0
202,576.94,BR,18,0,1
203,434.31,BR,6,0,0
204,396.2,AR,1,0,0
205,62.1,AR,18,0,0
206,14474.84,BR,4,0,0
207,1663.87,AR,5,0,0
208,3511.81,US,12,0,0
209,709.59,US,5,0,0
210,1572.52,AR,12,0,0
211,1501.04,AR,22,0,0
212,700.39,BR,2,0,0
213,329.76,BR,22,0,0
214,285.13,US,17,0,0
215,3271.03,AR,14,0,0
216,6129.07,MX,10,0,0
217,2046.39,AR,18,0,0
218,364.37,AR,15,0,0
219,240.96,AR,19,0,0
220,280.31,BR,16,0,0
221,6068.35,AR,19,0,0
222,9040.11,US,2,0,0
223,2024.65,CL,17,0,0
224,3791.36,AR,4,0,0
225,781.94,AR,2,0,0
226,180.58,AR,6,0,0
227,11366.94,AR,10,0,0
228,394.23,MX,14,0,0
229,469.04,AR,5,0,0
230,1256.97,MX,14,0,0
231,2892.54,CL,3,0,0
232,1540.36,MX,22,0,0
233,8623.48,MX,15,0,0
234,1318.51,CL,23,0,0
235,267.34,MX,5,0,0
236,4895.23,CL,3,0,0
237,338.12,BR,22,0,0
238,383.93,BR,0,0,0
239,1226.14,CL,8,0,0
240,2089.26,BR,13,0,0
241,287.0,AR,4,0,0
242,674.96,AR,4,0,0
243,792.5,US,1,0,0
244,3996.83,BR,23,0,0
245,561.94,US,23,0,0
246,1677.18,US,23,0,0
247,1216.44,MX,23,0,0
248,401.78,US,9,0,0
249,344.5,CL,14,0,0
250,666.5,MX,16,0,0
251,2271.95,MX,13,0,0
252,1091.21,US,2,0,0
253,680.49,AR,21,0,0
254,1331.42,BR,13,0,0
255,612.26,MX,7,0,0
256,446.17,CL,17,0,0
257,602.79,AR,3,0,0
258,1880.11,AR,2,0,0
259,884.84,US,11,0,0
260,1467.98,AR,22,0,0
261,2333.06,US,19,0,0
262,5040.52,MX,2,0,0
263,1141.79,MX,2,0,0
264,2401.87,CL,21,0,0
265,4432.08,AR,16,0,0
266,948.05,CL,18,0,0
267,2878.58,BR,21,0,0
268,4337.94,BR,19,0,0
269,5440.12,BR,17,0,0
270,128.89,CL,17,0,0
271,241.44,AR,12,0,0
272,185.31,CL,19,0,0
273,785.51,US,20,0,0
274,1109.32,BR,3,0,0
275,1930.18,BR,0,0,0
276,4120.06,BR,22,0,0
277,2474.37,AR,16,0,0
278,362.01,AR,13,0,0
279,121.82,AR,0,0,0
280,711.77,AR,14,0,0
281,490.29,MX,14,0,0
282,2766.95,US,10,0,0
283,2582.63,AR,14,0,0
284,360.33,AR,3,0,0
285,2058.89,BR,12,0,0
286,1190.06,BR,7,0,0
287,1250.13,AR,16,0,0
288,314.25,MX,0,0,0
289,562.57,AR,3,0,1
290,1894.51,AR,13,0,0
291,808.25,BR,7,0,0
292,4594.24,AR,17,0,0
293,22919.39,US,2,0,0
294,1237.95,AR,11,0,0
295,4353.23,CL,22,0,0
296,887.25,MX,12,0,0
297,2051.02,AR,10,0,0
298,315.63,CL,8,0,0
299,722.54,AR,4,0,0
300,2292.89,CL,1,0,0
301,7696.91,CL,5,0,0
302,288.54,BR,4,0,0
303,1032.06,AR,13,0,0
304,389.86,AR,11,0,0
305,355.29,AR,0,0,0
306,740.61,BR,15,0,0
307,1489.02,CL,23,0,0
308,2196.55,MX,11,0,0
309,1039.87,US,13,0,0
310,2184.11,US,1,0,0
311,711.78,BR,6,0,0
312,6908.12,BR,16,0,0
313,1679.84,BR,20,0,0
314,867.2,AR,3,0,0
315,3582.76,AR,16,0,0
316,704.03,US,4,0,0
317,216.94,US,0,0,0
318,341.18,AR,17,0,0
319,189.39,AR,4,0,0
320,1014.44,US,21,0,0
321,1637.51,US,9,0,0
322,5574.77,US,19,0,0
323,947.05,CL,11,0,0
324,224.34,CL,15,0,0
325,8059.37,CL,9,0,0
326,3409.66,AR,11,0,0
327,713.19,MX,14,0,0
328,1154.1,AR,5,0,0
329,241.07,BR,17,0,0
330,10851.75,BR,16,0,0
331,75.57,AR,13,0,0
332,5353.48,US,1,0,0
333,486.63,BR,12,0,0
334,683.88,AR,19,0,0
335,105.24,MX,16,0,0
336,1394.62,US,7,0,1
337,6395.61,CL,11,0,0
338,591.11,US,1,0,0
339,300.62,BR,7,0,0
340,1216.2,AR,19,0,0
341,3079.44,US,9,0,0
342,2329.92,US,13,0,0
343,207.19,AR,10,0,0
344,2307.47,US,21,0,0
345,2830.8,MX,20,0,0
346,1071.45,AR,11,0,0
347,2952.64,MX,16,0,0
348,3693.24,AR,0,0,0
349,524.51,MX,16,0,0
350,373.5,AR,8,0,0
351,3179.01,CL,9,0,0
352,1488.53,AR,21,0,0
353,582.8,US,1,0,0
354,1034.21,US,11,0,0
355,700.38,US,10,0,0
356,463.13,AR,5,0,1
357,461.83,AR,22,0,0
358,1552.9,BR,0,0,0
359,130.93,MX,5,0,0
360,1327.17,BR,6,0,0
361,532.62,CL,5,0,0
362,686.01,AR,11,0,0
363,269.57,AR,0,0,0
364,306.14,US,3,0,0
365,2272.62,MX,21,0,0
366,1333.55,AR,0,0,0
367,1832.13,AR,2,0,0
368,298.1,AR,6,0,0
369,1180.8,AR,14,0,0
370,574.11,AR,11,0,0
371,3069.92,BR,19,0,0
372,1191.82,AR,4,0,0
373,1555.1,AR,15,0,0
374,357.68,AR,7,0,0
375,128.79,AR,21,0,0
376,382.63,BR,17,0,0
377,382.83,US,4,0,0
378,1273.33,CL,20,0,0
379,273.83,CL,0,0,0
380,621.2,BR,9,0,0
381,641.21,AR,12,0,0
382,6642.7,CL,8,0,0
383,1416.84,AR,8,0,0
384,4269.55,AR,1,0,0
385,1851.9,AR,1,0,0
386,1213.55,MX,0,0,0
387,392.55,US,19,0,0
388,967.24,AR,19,0,0
389,869.32,BR,7,0,0
390,1219.94,BR,14,0,0
391,353.9,AR,0,0,0
392,172.62,AR,0,0,0
393,2202.87,AR,2,0,0
394,996.53,CL,23,0,0
395,243.38,US,9,0,0
396,554.56,BR,20,0,0
397,1504.32,AR,13,0,0
398,1043.86,AR,0,0,0
399,300.73,AR,18,0,0
400,5719.77,AR,16,0,0
401,17743.82,AR,0,0,0
402,1452.72,AR,11,0,0
403,1109.94,AR,19,0,0
404,723.36,CL,14,0,0
405,1334.85,AR,4,0,0
406,550.67,AR,17,0,0
407,167.72,BR,22,0,0
408,67.77,AR,19,0,0
409,123.64,US,19,0,0
410,515.19,BR,14,0,0
411,1012.63,CL,15,0,0
412,1180.31,AR,0,0,0
413,2211.98,CL,16,0,1
414,1185.1,MX,9,0,0
415,586.88,MX,23,0,0
416,910.79,AR,21,0,1
417,766.96,BR,16,0,0
418,442.64,BR,1,0,0
419,774.23,MX,9,0,0
420,374.6,MX,1,0,0
421,1671.54,MX,16,0,0
422,551.39,AR,23,0,0
423,300.62,AR,16,0,0
424,1375.69,BR,14,0,0
425,805.56,CL,0,0,0
426,352.06,US,21,0,0
427,3455.1,BR,16,0,0
428,427.71,BR,22,0,0
429,1057.15,AR,19,0,0
430,957.03,CL,11,0,0
431,3090.79,BR,4,0,0
432,281.88,US,11,0,0
433,1076.59,MX,21,0,0
434,1605.16,AR,10,0,0
435,1705.6,CL,11,0,0
436,113.85,US,20,0,0
437,663.75,BR,5,0,1
438,1473.78,AR,23,0,0
439,60.19,CL,1,0,0
440,2079.61,CL,4,0,0
441,525.65,AR,0,0,0
442,244.68,AR,10,0,0
443,19565.76,CL,16,0,0
444,2618.5,CL,3,0,0
445,4163.44,BR,11,0,0
446,2874.68,AR,10,0,0
447,7566.88,US,16,0,0
448,1580.57,MX,9,0,0
449,239.57,AR,14,0,0
450,2921.93,AR,4,0,0
451,1426.44,AR,8,0,0
452,298.81,MX,15,0,0
453,261.22,AR,9,0,0
454,158.22,AR,5,0,0
455,3751.42,US,21,0,0
456,1483.12,MX,17,0,0
457,1220.89,AR,13,0,0
458,1909.76,AR,14,0,0
459,2819.69,AR,20,0,0
460,683.6,BR,15,0,0
461,550.49,AR,10,0,0
462,2467.86,US,0,0,0
463,602.88,AR,15,0,0
464,7270.54,US,7,0,0
465,1621.38,AR,15,0,0
466,453.31,CL,9,0,0
467,2645.33,BR,19,0,0
468,2043.72,AR,20,0,0
469,1454.28,AR,18,1,1
470,385.32,AR,21,0,0
471,116.46,AR,17,0,0
472,478.47,CL,11,0,0
473,692.86,BR,16,0,0
474,107.71,MX,9,0,0
475,1539.88,AR,18,0,0
476,664.13,AR,11,0,0
477,14796.17,CL,3,0,0
478,2784.28,MX,5,0,0
479,361.32,BR,20,0,0
480,371.51,CL,21,0,0
481,3331.91,BR,19,0,0
482,882.19,AR,17,0,0
483,1399.44,CL,0,0,0
484,701.42,AR,5,0,0
485,2497.4,AR,1,0,0
486,330.8,AR,21,0,0
487,2265.52,CL,8,0,0
488,3142.39,AR,9,0,0
489,1826.71,AR,7,0,0
490,2197.86,BR,12,0,0
491,2974.89,CL,6,0,0
492,2580.49,AR,10,0,0
493,1568.06,US,20,0,0
494,609.13,BR,11,0,0
495,588.66,BR,2,0,0
496,4653.48,AR,12,0,0
497,553.83,MX,13,0,0
498,1176.38,BR,8,0,0
499,1287.1,MX,0,0,0
500,260.58,AR,23,0,0
501,471.66,BR,2,0,0
502,303.06,AR,17,0,0
503,847.4,MX,22,0,0
504,134.09,AR,2,0,0
505,609.64,BR,22,0,0
506,679.77,AR,16,0,0
507,394.37,US,20,0,0
508,2948.47,AR,22,0,0
509,347.23,BR,9,0,0
510,2920.29,AR,20,0,0
511,1309.32,AR,1,0,0
512,1375.65,AR,2,0,0
513,648.5,US,6,0,0
514,1055.15,AR,21,0,0
515,290.75,US,14,0,0
516,563.61,AR,6,0,0
517,1260.47,AR,20,0,0
518,1272.17,AR,17,0,0
519,536.18,AR,17,0,0
520,953.77,CL,4,0,0
521,758.25,BR,4,0,0
522,928.72,AR,3,0,0
523,790.53,MX,1,0,0
524,249.51,BR,4,0,0
525,1992.91,AR,6,0,0
526,519.79,AR,4,0,0
527,1918.77,CL,22,0,0
528,307.43,CL,7,0,0
529,4145.78,AR,6,0,0
530,407.58,BR,15,0,0
531,924.0,BR,4,0,0
532,779.21,AR,2,0,0
533,159.04,AR,0,0,0
534,7549.71,US,14,0,0
535,674.59,US,18,0,0
536,12366.85,BR,9,0,0
537,2921.76,CL,2,0,0
538,3227.76,BR,15,0,0
539,74.82,MX,15,0,0
540,2572.93,AR,18,0,0
541,166.98,BR,8,0,0
542,1386.86,BR,0,0,0
543,670.73,US,23,0,0
544,696.35,CL,17,0,0
545,404.54,CL,4,0,0
546,1174.62,US,7,0,0
547,435.23,MX,21,0,0
548,535.51,AR,20,0,0
549,457.52,CL,22,0,0
550,2678.23,BR,11,0,0
551,1530.3,MX,14,0,0
552,7931.6,US,3,0,0
553,1818.31,AR,19,0,0
554,533.72,BR,10,0,0
555,1131.26,BR,12,0,0
556,5041.88,BR,3,0,0
557,1857.33,BR,3,0,0
558,101.53,AR,2,0,0
559,532.51,US,12,0,0
560,1590.6,AR,13,0,0
561,795.31,BR,2,0,0
562,379.1,AR,11,0,0
563,339.66,US,5,0,0
564,1059.61,AR,2,0,0
565,558.63,BR,8,0,0
566,478.7,US,10,0,0
567,1204.89,MX,8,0,0
568,1431.55,MX,9,0,0
569,4467.05,MX,5,0,0
570,1275.76,CL,21,0,0
571,1389.2,MX,1,0,0
572,1154.11,CL,10,0,0
573,830.17,BR,18,0,0
574,1131.1,BR,17,0,0
575,103.35,CL,21,0,0
576,5480.46,MX,20,0,0
577,11673.29,AR,12,0,0
578,119.77,CL,21,0,0
579,2161.33,CL,15,0,0
580,332.94,AR,23,0,0
581,324.99,AR,4,0,0
582,610.13,AR,20,0,0
583,192.51,US,2,0,0
584,1440.35,AR,4,0,1
585,742.63,CL,4,0,0
586,792.78,BR,15,0,0
587,1611.1,AR,9,0,0
588,403.35,MX,20,0,0
589,2018.33,AR,5,0,0
590,817.08,AR,7,0,0
591,2808.87,CL,18,0,0
592,368.31,US,21,0,0
593,662.63,AR,21,0,0
594,14471.45,AR,20,0,0
595,1128.27,AR,22,0,0
596,2077.25,BR,8,0,0
597,7784.89,AR,5,0,0
598,1011.25,CL,18,0,0
599,1058.28,US,22,0,0
600,1316.16,AR,8,0,0
601,1101.56,US,14,0,0
602,854.11,AR,1,0,0
603,1507.48,AR,2,0,0
604,1657.6,AR,13,0,0
605,6661.63,CL,20,0,0
606,89.11,BR,8,0,0
607,2265.29,BR,15,0,0
608,568.71,BR,11,0,0
609,2398.09,US,14,0,0
610,1869.42,CL,7,0,0
611,129.02,BR,23,0,0
612,584.59,MX,8,0,0
613,3394.5,AR,16,0,0
614,419.14,AR,3,0,0
615,4014.14,AR,11,0,0
616,781.08,AR,10,0,0
617,191.31,BR,19,0,0
618,700.2,US,6,0,0
619,188.08,AR,13,0,0
620,5008.37,BR,11,0,0
621,1375.8,MX,17,0,0
622,645.45,CL,3,0,0
623,1849.79,AR,23,0,0
624,1303.8,AR,21,0,0
625,1047.86,AR,3,0,0
626,250.98,BR,21,0,0
627,3139.57,BR,18,0,0
628,972.94,BR,22,0,0
629,6186.69,CL,17,0,0
630,49.59,BR,21,0,0
631,210.1,BR,3,0,0
632,501.86,MX,8,0,0
633,7276.95,CL,1,0,0
634,6564.89,BR,10,0,0
635,1823.26,US,20,0,0
636,4026.8,BR,0,0,0
637,215.29,AR,19,0,0
638,889.95,US,11,0,0
639,157.19,US,13,0,0
640,2489.75,AR,0,0,0
641,247.68,MX,17,0,0
642,362.36,AR,15,0,0
643,363.93,BR,6,0,0
644,244.52,CL,9,0,0
645,189.25,MX,20,0,0
646,1575.04,US,1,0,0
647,179.81,AR,12,0,0
648,824.28,BR,5,0,0
649,1289.91,US,18,0,0
650,607.6,MX,17,0,0
651,655.86,US,18,0,0
652,5128.58,AR,1,0,0
653,2194.15,AR,11,0,0
654,1461.21,AR,20,0,0
655,294.33,BR,23,0,0
656,2625.21,US,19,0,0
657,1383.26,US,6,0,0
658,1106.17,US,18,0,0
659,5190.4,BR,0,0,0
660,443.14,US,20,0,0
661,830.1,AR,0,0,0
662,837.8,BR,16,0,0
663,6849.82,AR,22,0,1
664,696.5,CL,23,0,0
665,9456.94,AR,22,0,0
666,871.43,MX,6,0,0
667,2107.01,AR,9,0,0
668,177.04,AR,4,0,0
669,1393.14,BR,8,0,0
670,864.09,AR,11,0,0
671,956.04,BR,16,0,0
672,334.25,MX,22,0,0
673,4746.62,BR,9,0,0
674,1737.06,AR,14,0,0
675,5901.72,MX,16,0,0
676,746.0,AR,22,0,0
677,4527.23,BR,5,0,0
678,844.59,AR,9,0,0
679,2317.77,MX,11,0,0
680,3501.62,CL,19,0,0
681,631.71,AR,17,0,0
682,3217.03,MX,4,0,0
683,2367.34,AR,19,0,0
684,1998.45,CL,9,0,0
685,573.59,CL,0,0,0
686,2103.29,US,3,0,0
687,4906.23,AR,21,0,0
688,1818.63,AR,21,0,0
689,387.0,MX,13,0,0
690,5605.23,AR,17,0,0
691,40.7,MX,21,0,0
692,4526.12,BR,0,0,0
693,2750.35,BR,17,0,0
694,1961.91,AR,23,0,0
695,3781.86,BR,16,0,0
696,846.68,AR,14,0,0
697,4707.67,BR,21,0,0
698,1749.89,US,23,0,0
699,859.39,AR,16,0,0
700,372.24,AR,7,0,0
701,11521.24,BR,8,0,1
702,761.63,BR,10,0,0
703,4486.65,CL,23,0,0
704,402.23,AR,6,0,0
705,2916.05,AR,4,0,0
706,2849.21,CL,1,0,0
707,2417.3,BR,17,0,0
708,1687.57,MX,7,0,0
709,1656.06,AR,4,0,0
710,3407.6,AR,10,0,0
711,1180.82,AR,3,0,0
712,2604.26,MX,1,0,0
713,4719.13,AR,14,0,0
714,1822.57,MX,2,0,0
715,1500.78,MX,0,0,0
716,2936.87,AR,5,0,0
717,384.29,AR,14,0,0
718,677.67,AR,16,0,0
719,1185.87,US,11,0,0
720,178.23,AR,0,0,0
721,1378.41,BR,17,0,0
722,835.28,AR,1,0,0
723,688.15,AR,7,0,0
724,985.71,MX,5,0,0
725,14880.25,BR,22,0,0
726,179.93,MX,15,0,0
727,5318.85,CL,8,0,0
728,596.4,AR,19,0,0
729,1800.28,AR,0,0,0
730,862.32,CL,21,0,0
731,83.12,AR,0,0,0
732,3406.13,US,17,0,0
733,2513.55,BR,22,0,0
734,501.47,AR,16,1,1
735,1181.54,AR,14,0,0
736,383.38,US,17,0,0
737,2581.17,US,5,0,0
738,54.17,CL,3,0,0
739,706.45,AR,0,0,0
740,718.39,BR,20,0,0
741,495.4,MX,13,0,0
742,3739.71,AR,13,0,0
743,2602.01,MX,12,0,0
744,9610.22,BR,22,0,0
745,4355.03,BR,10,0,0
746,6525.48,CL,18,0,0
747,4971.42,AR,1,0,0
748,908.34,US,19,0,0
749,2041.83,CL,1,0,0
750,7710.72,AR,7,0,0
751,1064.14,CL,6,0,0
752,1696.64,BR,10,0,0
753,347.89,AR,1,0,0
754,754.46,AR,1,0,0
755,1520.04,AR,0,0,0
756,308.83,MX,14,0,0
757,1277.42,US,23,0,0
758,2021.71,AR,12,0,0
759,45.4,BR,1,0,0
760,796.57,CL,13,0,0
761,545.44,MX,2,0,0
762,4813.84,AR,22,0,0
763,4039.71,BR,7,0,0
764,1847.74,AR,7,0,0
765,3657.27,MX,8,0,0
766,548.04,CL,10,0,0
767,280.06,AR,14,0,0
768,351.74,MX,4,0,0
769,357.85,CL,13,0,0
770,2576.06,AR,5,0,0
771,2871.1,US,4,0,0
772,1170.3,AR,20,0,0
773,3660.48,AR,19,0,0
774,5399.96,US,9,0,0
775,1703.68,BR,3,0,0
776,2434.51,AR,5,0,1
777,5327.59,BR,23,0,0
778,1796.81,AR,23,0,0
779,3263.74,AR,22,0,0
780,5179.27,AR,18,0,0
781,1291.97,US,9,0,0
782,393.38,AR,2,0,0
783,713.3,AR,14,0,0
784,763.63,AR,2,0,0
785,171.27,MX,21,0,0
786,2403.88,BR,13,0,0
787,5369.03,AR,19,0,0
788,522.44,CL,21,0,0
789,605.92,US,14,0,0
790,238.05,CL,18,0,0
791,359.24,BR,10,0,0
792,3833.51,MX,22,0,0
793,781.84,AR,13,0,0
794,3553.02,US,9,0,0
795,15087.35,AR,5,0,0
796,163.2,US,13,0,0
797,2548.18,CL,23,0,0
798,538.09,AR,12,0,0
799,165.88,BR,18,0,0
800,271.29,CL,23,0,0
801,142.39,AR,3,0,0
802,257.32,AR,10,0,0
803,1060.17,AR,15,0,0
804,254.07,MX,16,0,0
805,3177.53,BR,1,0,0
806,5144.67,MX,20,0,0
807,653.93,US,14,0,0
808,9000.18,CL,14,0,0
809,3248.66,BR,21,0,0
810,6723.13,CL,3,0,0
811,2416.92,CL,13,0,0
812,1430.44,MX,19,0,0
813,1334.16,AR,20,0,0
814,1146.71,CL,9,0,0
815,3140.73,MX,7,0,0
816,1478.91,AR,23,0,0
817,2822.53,CL,20,0,0
818,4783.96,CL,1,0,0
819,861.02,AR,18,0,0
820,783.28,MX,6,0,0
821,766.4,AR,22,0,1
822,489.37,US,22,0,0
823,6147.07,CL,5,0,0
824,2683.35,MX,17,0,0
825,2399.6,AR,13,0,0
826,699.26,BR,3,0,0
827,6174.29,MX,11,0,0
828,3047.53,MX,20,0,0
829,1227.25,CL,12,0,0
830,1638.76,BR,8,0,0
831,16663.49,AR,11,0,0
832,8791.03,US,19,0,0
833,130.55,BR,5,0,0
834,5017.34,MX,14,0,0
835,9393.82,BR,11,0,0
836,1675.84,CL,1,0,0
837,76.32,BR,20,0,0
838,722.32,BR,6,0,0
839,132.98,AR,17,0,0
840,631.53,AR,1,0,0
841,742.27,AR,13,0,0
842,4409.07,BR,14,0,0
843,579.83,CL,8,0,0
844,717.38,US,21,0,1
845,1739.35,US,14,0,0
846,1442.09,AR,12,0,0
847,278.62,BR,12,0,0
848,1024.5,AR,13,0,0
849,1724.11,BR,5,0,0
850,112.61,AR,13,0,0
851,287.29,BR,12,0,0
852,2453.2,AR,16,0,0
853,4286.39,US,9,0,0
854,1235.04,MX,9,0,0
855,588.36,MX,13,0,0
856,1599.09,AR,8,0,0
857,479.27,US,7,0,0
858,91.39,AR,7,0,0
859,253.52,BR,20,0,0
860,10029.88,AR,14,0,0
861,559.07,US,23,0,1
862,6285.99,AR,1,0,0
863,943.26,BR,3,0,0
864,4120.86,MX,13,0,0
865,2325.86,BR,7,0,0
866,504.02,AR,8,0,0
867,2033.56,BR,18,0,0
868,1294.77,MX,4,0,0
869,869.22,MX,20,0,0
870,2991.6,US,10,0,0
871,545.36,AR,12,0,0
872,2920.51,MX,17,0,0
873,1272.85,AR,5,0,0
874,1544.13,AR,14,0,0
875,395.94,BR,2,0,0
876,2209.01,AR,23,0,0
877,1259.79,BR,17,0,0
878,528.48,BR,12,0,1
879,2063.31,US,7,0,0
880,1898.21,BR,17,0,0
881,1257.14,AR,21,0,0
882,487.91,CL,6,0,0
883,1584.7,MX,6,0,0
884,6995.86,MX,6,0,0
885,303.77,AR,23,0,0
886,2893.57,MX,21,0,0
887,1205.9,MX,18,0,0
888,691.57,MX,21,0,0
889,428.99,BR,22,0,0
890,167.11,CL,13,0,0
891,2228.9,US,22,0,0
892,452.11,BR,5,0,0
893,1058.53,US,5,0,0
894,2176.59,AR,13,0,0
895,1738.23,BR,17,0,0
896,167.33,US,19,0,0
897,3553.4,AR,4,0,1
898,396.95,US,18,0,0
899,95.58,AR,14,0,0
900,22435.2,BR,22,0,0
901,830.83,MX,14,0,0
902,381.13,AR,6,0,0
903,3398.46,AR,10,0,0
904,1045.06,CL,15,0,0
905,166.28,BR,19,0,0
906,1066.95,AR,2,0,0
